doc_name,page_number,text,length
ppp_engcomp,1,"UNIVERSIDADE DE SÃO PAULO ESCOLA DE ENGENHARIA DE SÃO CARLOS DEPARTAMENTO DE ENGENHARIA ELÉTRICA E DE COMPUTAÇÃO INSTITUTO DE CIÊNCIAS MATEMÁTICAS E DE COMPUTAÇÃO DEPARTAMENTO DE SISTEMAS DE COMPUTAÇÃO DEPARTAMENTO DE CIÊNCIAS DE COMPUTAÇÃO Projeto Pedagógico do Curso de Graduação em Engenharia de Computação Projeto Pedagógico do Curso de Graduação em Engenharia de Computação. O oferecimento deste curso de graduação é uma iniciativa conjunta da Escola de Engenharia de São Carlos e do Instituto de Ciências Matemáticas e de Computação, ambos do Campus da USP em São Carlos. Universidade de São Paulo Área 1 do Campus USP São Carlos Avenida Trabalhador São carlense, 400. 13566 590 São Carlos, SP Área 2 do Campus USP São Carlos Avenida João Dagnone, 1100 – Santa Angelina – 13563 120 São Carlos, SP São Carlos, 07 de junho de 2023",834
ppp_engcomp,2,"PROJETO PEDAGÓGICO DO CURSO DE ENGENHARIA DE COMPUTAÇÃO, ICMC E EESC, USP SÃO CARLOS 2 RESUMO O projeto pedagógico do curso (PPC) do Curso de Graduação em Engenharia de Computação é descrito neste documento. A elaboração do projeto, oferecimento e execução do curso são iniciativas da Escola de Engenharia de São Carlos (EESC) e do Instituto de Ciências Matemáticas e de Computação (ICMC), sediados no Campus da USP em São Carlos. O objetivo principal do curso é a formação de recursos humanos plenamente capacitados para exercer atividades profissionais relacionadas com áreas que constituem interface entre engenharia elétrica e ciências da computação. A análise dos panoramas científico, tecnológico e do mercado de trabalho aponta para uma demanda de profissionais com o perfil esboçado neste documento. A partir da criação do curso, uma ampla faixa de perfis, adaptados às rápidas mudanças tecnológicas, será colocada à disposição dos alunos por intermédio de grupo de disciplinas complementares. A proposta contempla um perfil diferenciado em relação a diversos cursos de engenharia de computação já implantados no país e faz uso das amplas experiências pedagógica, científica e de prestação de serviços à comunidade da Escola de Engenharia de São Carlos e do Instituto de Ciências Matemáticas e de Computação. A matriz curricular proposta atende, em conteúdo, às recomendações do perfil profissional para cursos de engenharia, sugeridas pelo Conselho Nacional de Educação (CNE). Neste documento é apresentado o perfil profissional projetado para os egressos, as habilidades que serão adquiridas, a matriz curricular proposta, a comparação com as diretrizes propostas pelo CNE e as etapas que serão elaboradas a partir da implantação do curso. O curso faz uso da capacidade instalada nos dois campi da USP em São Carlos, atendendo aos requisitos da política adotada pela Universidade de São Paulo de ampliar a gama de serviços de qualidade oferecidos à sociedade brasileira.",1980
ppp_engcomp,3,"PROJETO PEDAGÓGICO DO CURSO DE ENGENHARIA DE COMPUTAÇÃO, ICMC E EESC, USP SÃO CARLOS 3 Sumário RESUMO ...........................................................................................................................................................................2 SUMÁRIO ..........................................................................................................................................................................3 FIGURAS ...........................................................................................................................................................................3 TABELAS ..........................................................................................................................................................................3 1. INTRODUÇÃO .............................................................................................................................................................4 1.1 CRIAÇÃO E RECONHECIMENTOS DO CURSO ........................................................................................4 1.2 CENÁRIO TECNOLÓGICO ...............................................................................................................................4 1.3 CENÁRIO DE CAPACITAÇÃO PROFISSIONAL ........................................................................................5 1.4 CENÁRIO EMPRESARIAL E DE NEGÓCIOS ..............................................................................................6 1.5 CENÁRIO UNIVERSITÁRIO BRASILEIRO E CURSOS SIMILARES ....................................................7 1.6 CENÁRIO UNIVERSITÁRIO NA USP SÃO CARLOS ................................................................................7 1.7 INFRAESTRUTURA E RECURSOS HUMANOS EXISTENTES ..............................................................8 2. DIRETRIZES PARA O PROJETO PEDAGÓGICO DO CURSO ...................................................................8 2.1 ESTRUTURA PEDAGÓGICA E CURRICULAR ..........................................................................................8 2.2 PERFIL PROFISSIONAL ...................................................................................................................................9 2.3 ÁREAS DE ATUAÇÃO .................................................................................................................................... 10 3. MATRIZ CURRICULAR ......................................................................................................................................... 11 3.1 DIRETRIZES PARA A CONSTRUÇÃO DA MATRIZ CURRICULAR .................................................. 11 3.2 DISCIPLINAS ..................................................................................................................................................... 11 3.3 DESCRIÇÃO DA MATRIZ CURRICULAR .................................................................................................. 13 3.4 CARGA DIDÁTICA TOTAL DO CURSO ..................................................................................................... 14 3.5 SOBRE OS CERTIFICADOS DE ESTUDOS ESPECIAIS ...................................................................... 16 3.6 SOBRE O ESTÁGIO CURRICULAR SUPERVISIONADO ..................................................................... 19 3.7 SOBRE AS ATIVIDADES COMPLEMENTARES ..................................................................................... 19 4. INFRAESTRUTURA E GERÊNCIA .................................................................................................................... 23 4.1 PARCERIA ENTRE UNIDADES .................................................................................................................... 23 4.2 NÚMERO DE ALUNOS .................................................................................................................................... 23 4.3 GERÊNCIA DO CURSO .................................................................................................................................. 24 4.4 LOCAL DE ATIVIDADES DO CURSO ......................................................................................................... 24 4.5 ACOLHIMENTO ................................................................................................................................................ 25 4.6 ADEQUAÇÃO ÀS NOVAS DIRETRIZES CURRICULARES NACIONAIS (DCNS).......................... 26 5. ETAPAS FUTURAS ................................................................................................................................................ 26 6. CONCLUSÕES ........................................................................................................................................................ 27 Figuras Figura 1. Organograma dos núcleos de disciplinas do curso. ..................................................................... 12 Tabelas Tabela 1. Duração do curso de engenharia de computação. ...................................................................... 13 Tabela 2. Resumo da quantidade de horas do curso de engenharia de computação. .............................. 13 Tabela 3. Quadro resumo da distribuição por semestre das disciplinas obrigatórias e optativas eletivas. ......................................................................................................................................................................... 13 Tabela 4. Distribuição da carga total entre os núcleos didáticos básico e profissionalizante. O ciclo básico é subdividido para visualização mais adequada. .............................................................................. 14 Tabela 5. Lista de disciplinas e classificação de acordo com o núcleo didático. ........................................ 15 Tabela 6. Relação de Atividades Acadêmicas Complementares, critérios de avaliação e quantidade de créditos ............................................................................................................................................................ 20",6169
ppp_engcomp,4,"PROJETO PEDAGÓGICO DO CURSO DE ENGENHARIA DE COMPUTAÇÃO, ICMC E EESC, USP SÃO CARLOS 4 1. INTRODUÇÃO O avanço tecnológico observado nos últimos tempos nas áreas de engenharia elétrica e ciências da computação tem provocado mudanças radicais não só no cenário tecnológico, mas também naqueles que regulam as relações entre empresas, clientes e mercados. As mudanças atingiram também as profissões tradicionais; assim, para atender a estas novas solicitações, novos desafios foram também impostos às instituições formadoras de profissionais. 1.1 CRIAÇÃO E RECONHECIMENTOS DO CURSO Processo de Criação – nº 02.1.16.18.0 Data de Criação do Curso: Aprovação pelo Conselho Universitário em 20/08/2002 Primeira turma ingressante: 2003 1º Reconhecimento (válido por três (3) anos): Aprovado pela Portaria CEE número 57/2007 de 26/02/2007 – Publicado no DOE em 27/02/2007. 2º Reconhecimento (válido por cinco (5) anos): Aprovado pela Portaria CEE/ GP nº 120/2010, de 28/04/2010 – Publicado no DOE de 30/04/2010. 3º Reconhecimento (válido por cinco (5) anos): Aprovado pela Portaria CEE/ GP nº 203, de 20/05/2015 – Publicado no DOE de 22/05/2015. Acrescido da Deliberação CEE 183/2020, que devido ao surto global de Covid 19, em seu artigo 2º fica autorizada, excepcionalmente, a prorrogação para 31 de dezembro de 2021 a renovação de reconhecimento de cursos. 4º Reconhecimento (válido por cinco (5) anos): Aprovado pela Portaria CEE/ GP nº 214/2020, de 21/10/2020 – Publicado no DOE de 22/10/2020. Retificado pela Portaria CEE GP 165/2021, publicada no DOE de 15/05/2021. 1.2 CENÁRIO TECNOLÓGICO O uso cada vez mais generalizado dos sistemas eletrônicos, nos mais diversos ramos, da atividade humana foi possível graças à integração, cada vez mais elevada, de sistemas em escala. Com esta integração, foi estabelecido um nível de miniaturização de componentes e produtos que viabilizou o oferecimento de uma extensa gama de serviços, jamais observada. Terminais portáteis realizando as mais diferentes funções são oferecidos aos usuários em intervalos de tempo cada vez menores, encontrando se dentre eles os aparelhos de telefonia celular, microcomputadores portáteis, aparelhos de monitoração de funções médicas e telecomando. O microprocessador tornou se assim o componente eletrônico básico, fazendo parte de praticamente todo sistema eletrônico. A partir da digitalização das",2372
ppp_engcomp,5,"PROJETO PEDAGÓGICO DO CURSO DE ENGENHARIA DE COMPUTAÇÃO, ICMC E EESC, USP SÃO CARLOS 5 informações, o projeto de funções e serviços tem sido possível a partir de programação específica. Esses novos componentes, sistemas e maneira de processar as informações, aliados à Internet, foram os responsáveis pelas profundas transformações observadas no cenário tecnológico. Em consequência, observa se a aplicação de sistemas computacionais em praticamente todas as atividades humanas. O domínio dos conhecimentos subjacentes às áreas de computação, eletrônica e tecnologia de informação é estratégico do ponto de vista de domínio tecnológico e mesmo das relações comerciais entre as nações na sociedade moderna. Por exemplo, a importação de componentes de hardware e de software é um dos fatores que mais oneram a balança comercial brasileira. Assim sendo, a formação de recursos humanos que integrem esses conhecimentos, favorecendo a formação multidisciplinar, é uma iniciativa necessária e estratégica. O curso de Engenharia de Computação, proposto pelo Departamento de Engenharia Elétrica e de Computação (SEL) da EESC USP e pelos Departamentos de Sistemas de Computação (SSC) e de Ciências de Compu tação (SCC) do ICMC USP, está plenamente em consonância com essas tendências atuais. 1.3 CENÁRIO DE CAPACITAÇÃO PROFISSIONAL As mudanças tecnológicas, juntamente às alterações estruturais e conjunturais que ocorreram principalmente na última década, influenciaram decisivamente o perfil dos profissionais de praticamente todas as áreas. Habilidades como conhecimentos de computação, consideradas no passado como fatores decisórios na distinção entre aspirantes a um cargo, constituem hoje parte integrante do perfil profissional de quase todas as categorias profissionais. Como resultado das mudanças, o número de vagas dos empregos formais em empresas tradicionalmente usuárias de mão de obra declinou, em função não só de reformas econômicas, mas também como fruto de processos industriais com elevado grau de automação. O novo cenário profissional deve contemplar aqueles profissionais que possam exibir em seu perfil aspectos até então considerados secundários como iniciativa, criatividade, capacidade de comunicação e liderança e iniciativa para empreendimentos. A visão sistêmica é aspecto essencial deste perfil, contemplando conhecimento técnico, mercadológico, empresarial, financeiro, além de aspectos éticos da aplicação dos conhecimentos, relações sociais e respeito ao meio ambiente. Outro aspecto a ser destacado neste novo perfil profissional é a capacidade de adaptação rápida em diferentes funções e negócios, praticados em ambiente altamente competitivo. Muitos países como o Brasil estão hoje em um processo de implantação de infraestrutura tecnológica. Uma vez estabelecida essa infraestrutura, terão destaque ou sucesso empresarial aqueles profissionais, ou empresas, que puderem propor usos criativos para a tecnologia à disposição. É como se a infraestrutura se tornasse transparente e a preocupação principal dos novos profissionais passasse a ser exclusivamente o próprio negócio.",3104
ppp_engcomp,6,"PROJETO PEDAGÓGICO DO CURSO DE ENGENHARIA DE COMPUTAÇÃO, ICMC E EESC, USP SÃO CARLOS 6 Conhecimento em grau adequado do novo cenário tecnológico é aspecto fundamental para dotar o profissional de criatividade para iniciar novos negócios nesse cenário. Os engenheiros eletricistas e de telecomunicações, assim como os egressos de cursos de ciências da computação são hoje profissionais dos mais requisitados; profissionais que possam transitar com desenvoltura nesses novos cenários deverão ocupar os postos de trabalho nos próximos anos. A tônica na etapa de recrutamento tem sido — e deve continuar sendo por um bom tempo — a de “quanto mais eclético melhor”. Atualmente, para ocupar os postos de trabalho já satisfazendo esses requisitos, profissionais oriundos de cursos tradicionais, principalmente de engenharia elétrica, têm ampliado seus horizontes profissionais com cursos de curta ou média duração em computação, economia, administração de empresas e direito. Gradativamente, tais habilidades deverão — e algumas delas já são — ser incorporadas aos cursos de graduação tradicionais. 1.4 CENÁRIO EMPRESARIAL E DE NEGÓCIOS As mudanças tecnológicas alteraram radicalmente as plantas industriais, os produtos, os negócios e a economia. Com isso, os países têm assistido nos últimos anos a elevação das taxas de desemprego, somente observada no passado recente por motivos essencialmente oriundos de conjunturas econômicas: setores tradicionalmente empregadores de muita mão de obra, como o automobilístico e de derivados da cana de açúcar, têm feito uso em massa de processos cada vez mais automatizados. Baseados em um exército de robôs de última geração, os processos industriais automatizados têm melhorado a qualidade e reduzido os preços dos produtos, melhorando também a condição de trabalho dos trabalhadores, evitando riscos à sua saúde. Por outro lado, setores como os de telecomunicações e computadores têm ampliado seus negócios, construindo uma extensa rede de infraestrutura; entretanto, há previsões que indicam a redução da taxa de crescimento destes setores em função da completa implantação dessa infraestrutura e, concomitantemente, indicam taxas crescentes do setor de serviços. É o fenômeno de migração de parte dos empregos. Observa se na economia um aumento substancial do número de empresas de tecnologia, formadas por volumes de capital dos mais diversos tamanhos e em geral são constituídas a partir de um produto ou de uma ideia. Embora haja previsões indicando a permanência no mercado de um número menor de empresas em comparação com o que ocorreu em passado recente, não há dúvidas de que elas têm trazido fôlego à economia dos mais diversos países, mesmo em fases de crescimento menor. A criação de empresas do tipo “pontocom” incrementa as do tipo “telecom.”, responsáveis pela infraestrutura. Juntamente às empresas de entretenimento, a economia mundial tem testemunhado fusões e aquisições bilionárias, demonstrando não só a saúde financeira desses setores, mas também a nova realidade, fortemente baseada em criatividade e na aposta futura do sucesso da convergência de serviços.",3118
ppp_engcomp,7,"PROJETO PEDAGÓGICO DO CURSO DE ENGENHARIA DE COMPUTAÇÃO, ICMC E EESC, USP SÃO CARLOS 7 Os negócios ligados à rede mundial de computadores têm permitido aumento substancial do número de vagas no mercado de automação industrial e bancária, comércio eletrônico, empresas de logística e infraestrutura de telecomunicações. 1.5 CENÁRIO UNIVERSITÁRIO BRASILEIRO E CURSOS SIMILARES Em boa parte do mundo os cursos de engenharia elétrica e de computação estão reunidos em departamentos comuns. No Brasil, os cursos de ciências da computação, em geral, foram criados nos departamentos ligados às ciências matemáticas. No entanto, as iniciativas para criação dos cursos de engenharia de computação partiram, na maioria dos casos, de parcerias entre departamentos de engenharia elétrica e de ciências da computação. No setor do ensino privado, inúmeras escolas já oferecem o curso, com base na demanda aquecida. Atualmente existem mais de 40 instituições de ensino superior públicas e privadas autorizadas pelo MEC a oferecer o curso de Engenharia da Computação. Algumas das instituições públicas que oferecem cursos de engenharia da computação são: Escola Federal de Engenharia de Itajubá; Escola Politécnica da USP; Faculdade de Engenharia Elétrica e de Computação juntamente ao Instituto de Computação da UNICAMP; Instituto Tecnológico de Aeronáutica; PUC do Rio de Janeiro; Universidade Federal de Pernambuco; Universidade Federal de São Carlos; Universidade Federal do Rio Grande do Sul; Instituto Militar de Engenharia (IME); Universidade Federal do Amazonas entre outras. 1.6 CENÁRIO UNIVERSITÁRIO NA USP SÃO CARLOS O Campus da USP em São Carlos oferece os cursos de Engenharia Elétrica, a cargo do Departamento de Engenharia Elétrica e de Computação da EESC, e os cursos de Bacharelado em Ciências de Computação e Bacharelado em Sistemas de Informação, a cargo dos Departamentos de Sistemas e de Ciências de Computação do ICMC. O curso de Engenharia Elétrica é realizado em cinco anos e oferece as modalidades de eletrônica e sistemas de energia e automação; além disso, oferece certificados de estudos especiais em sistemas digitais, automação e controle, telecomunicações, sistemas de potência e engenharia biomédica. O curso de Bacharelado em Ciências de Computação, que tem a computação como atividade fim, é oferecido em período integral, com duração de cinco anos e oferece também aos seus alunos a possibilidade de realização de ênfases em áreas específicas de sistemas de computação. O curso de Bacharelado em Sistemas de Informação, que tem a computação como atividade meio, é oferecido no período noturno com duração de quatro anos. Os Departamentos de Sistemas e de Ciências de Computação oferecem ainda, há mais de duas décadas, a ênfase em computação para alunos dos cursos das demais áreas do Campus. O curso de graduação em Engenharia de Computação passa a integrar o conjunto de habilitações já oferecidas, ampliando o número de vagas a partir da experiência das duas unidades instaladas em São Carlos, estabelecendo, assim, um",3040
ppp_engcomp,8,"PROJETO PEDAGÓGICO DO CURSO DE ENGENHARIA DE COMPUTAÇÃO, ICMC E EESC, USP SÃO CARLOS 8 vínculo importante de conhecimentos acumulados em duas áreas de conhecimento científico e tecnológico. 1.7 INFRAESTRUTURA E RECURSOS HUMANOS EXISTENTES A infraestrutura física disponível no atual Campus da USP em São Carlos e as novas edificações necessárias para a instalação de laboratórios e salas de aulas foram e continuam sendo aperfeiçoados na Área 2 do Campus. As instalações dos departamentos, SEL EESC, SSC ICMC e SCC ICMC, na Área 1 do Campus também são utilizadas para laboratórios básicos. Somadas, a infraestrutura instalada é responsável pela consecução dos objetivos do curso. A dimensão do corpo docente e de funcionários dos departamentos foi ampliada para manter a qualidade e excelência dos serviços prestados, marca inegável do Campus da USP em São Carlos. A infraestrutura de equipamentos, assim como a física, continua sendo ampliada para também proporcionar a realização das etapas responsáveis pela consolidação dos objetivos do curso. 2. DIRETRIZES PARA O PROJETO PEDAGÓGICO DO CURSO A seguir são apresentadas as diretrizes que nortearam a elaboração do projeto pedagógico e da matriz curricular. Desse modo, são apresentadas as ementas resumidas das disciplinas que compõem os núcleos básico, profissionalizante e de formação específica, bem como aquele das optativas eletivas, optativas livres e de atividades acadêmicas complementares. 2.1 ESTRUTURA PEDAGÓGICA E CURRICULAR Os objetivos pedagógicos do curso de Engenharia de Computação serão alcançados a partir de estrutura curricular centrada na possibilidade de incorporação imediata de avanços científicos e tecnológicos. As seguintes diretrizes pedagógicas são tomadas como base para o projeto pedagógico do curso: 1. Permitir visão clara das tendências e relevância tecnológica do ponto de vista socioeconômico; 2. Proporcionar imersão do estudante em ambiente essencialmente científico e tecnológico, livre e criativo; 3. Atentar para que os conteúdos curriculares atendam adequadamente às “diretrizes curriculares para os cursos de engenharia”, elaboradas pelo",2134
ppp_engcomp,9,"PROJETO PEDAGÓGICO DO CURSO DE ENGENHARIA DE COMPUTAÇÃO, ICMC E EESC, USP SÃO CARLOS 9 Conselho Federal de Educação, de acordo com a CNE/CES resolução no. 2 de 24 de abril de 20191. 4. Proporcionar equilíbrio entre disciplinas do núcleo básico e de formação específica para manter o projeto pedagógico sempre ajustado às mudanças tecnológicas; 5. Permitir que as disciplinas do núcleo de formação específica exibam conteúdo variável, sempre ajustado às alterações científicas e tecnológicas; 6. Alocar uma parte adequada das disciplinas para que tenham caráter de livre escolha: a composição e recomposição do conhecimento, em qualquer etapa, devem ficar a cargo do estudante. Para orientá lo durante o curso, assessoria pedagógica deve ser um serviço oferecido. 7. Criar uma gama de perfis profissionais com base em disciplinas de livre escolha para que o estudante possa optar por aquele(s) que mais se adapte(m) às suas habilidades; 8. Criar um sistema de acompanhamento pedagógico que evite a desadaptação temporária do estudante do perfil inicialmente escolhido; 9. Incentivar o engajamento, após a adaptação ao esquema de estudos, que pode durar no máximo o primeiro semestre, em algum tema de estudo oriundo do ambiente escolar ou empresarial. Para tanto, o engajamento em projetos de iniciação científica, formatura, monitoria e estágio será estimulado; 10. Estimular o trabalho em equipe, uso de redes de computadores e, quando necessário, ensino a distância; 11. Proporcionar, sempre que couber, simulação de ambiente empresarial para estimular o trabalho em grupo e a responsabilidade; 12. Permitir o desenvolvimento de perfil profissional eclético, com conhecimento de atuação em mercados, economia e atendimento a clientes; 13. Estimular a atuação social com prestação de assessoria a escolas, entidades públicas e assistenciais; 14. Estimular a preocupação com questões sociais, ambientais e de sustentabilidade no desenvolvimento de projetos e na atuação profissional; 15. Reforçar os princípios da investigação científica rigorosa, incentivar a realização de projetos criativos, a comunicação clara e eficiente; 16. Congressos realizados de forma regular (anuais) do curso, onde são formados grupos de trabalhos (entre professores e alunos) a partir da seleção de assuntos eleitos como relevantes, como por exemplo, discussão específica sobre retenção, entre outros; 17. As semanas da Computação e da Engenharia Elétrica são propostas como atividades acadêmicas, integrantes do calendário anual do curso. 2.2 PERFIL PROFISSIONAL O perfil do egresso de um curso de Engenharia de Computação compreenderá uma sólida formação técnico científica e profissional geral, que o capacite a absorver e desenvolver novas tecnologias, estimulando a sua atuação crítica e criativa na 1 A resolução CNE/CES resolução Nº2/2019 foi publicada no Diário Oficial da União em 26 de abril de 2019, Edição 80 Seção 1, p.46.",2916
ppp_engcomp,10,"PROJETO PEDAGÓGICO DO CURSO DE ENGENHARIA DE COMPUTAÇÃO, ICMC E EESC, USP SÃO CARLOS 10 identificação e resolução de problemas, considerando seus aspectos políticos, econômicos, sociais, ambientais e culturais, com visão ética e humanística em atendimento às demandas da sociedade. Faz parte do perfil do egresso a postura de permanente busca da atualização profissional. O egresso do curso de Engenharia de Computação deve apresentar as seguintes habilidades como profissional: 1. Atuar em área da engenharia eletrônica, computação, telecomunicações, microeletrônica, automação e sistemas, tecnologia da informação, processamento de sinais e multimídia, inteligência artificial, robótica, engenharia de software, redes de computadores, simulação, banco de dados; 2. Atuar em aplicação de conhecimentos na análise, projeto e desenvolvimento de sistemas de informática, englobando o desenvolvimento de produtos e programas de uso específico. Atuação específica inclui projetos de sistemas que utilizem tecnologia digital e de informática, criação e teste de programas de aplicação específica, teste e padronização de componentes, sistemas e programas, suporte técnico para vendas e divulgação de produtos de informática; 3. Projetar e desenvolver dispositivos e sistemas para desenvolvimento de sistemas para processamento da informação, comunicação e para sistemas de controle; 4. Projetar e desenvolver sistemas e tecnologias para aquisição da informação, armazenamento e comunicação, tornando sua atuação relevante na atual era da informação; 5. Demonstrar capacidade de liderança e para trabalho em grupo; 6. Possuir criatividade e espírito empreendedor; 7. Ter facilidade para assimilar novas tecnologias; 8. Conhecer relações de mercado, organização empresarial, desenvolvimento de produtos, atendimento ao cliente; 9. Atuar em pesquisa e desenvolvimento; 10. Agir com responsabilidade social e ambiental ao aplicar conhecimentos e tecnologias. 2.3 ÁREAS DE ATUAÇÃO Os engenheiros de computação poderão atuar em áreas ligadas ao uso e desenvolvimento de computadores pessoais e de grande porte, redes locais, metropolitanas e de longa distância de computadores, comunicação entre e por computadores, visão computacional, inteligência artificial, programação, modelagem de bancos de dados, gerência de sistemas, comunicação via satélites, telefonia fixa e celular, sistemas de comunicações ópticas, robótica e sistemas de controle, processamento de voz, som e imagem para usos médico, industrial e entretenimento, projetos de circuitos integrados, desenvolvimento de ferramentas auxiliadas por computador. São posições típicas de trabalho ocupadas por engenheiros de computação as de engenheiro de projeto digital, administrador de rede, arquiteto de computadores, administrador de sistemas computacionais, engenheiro de sistemas embarcados, engenheiro de rede, engenheiro de software, programador técnico, projetista de",2924
